,ServicingLenderName,ServicingLenderLocationID,LoanNumber,CurrentApprovalAmount,EstimatedLenderProfit,AverageLoanAmount
2523,Live Oak Banking Company,455644,3406,1699322240.77,53921235.04,498920.2116177334
2160,"Harvest Small Business Finance, LLC",509316,2869,1671910732.18,50000435.72,582750.3423422796
241,Atlantic Union Bank,122517,2944,1667835590.29,49317260.75,566520.2412669837
617,Cadence Bank,39848,2548,1616686163.9,43616399.21,634492.2150313972
928,Commerce Bank,40781,2051,1613857711.59,40136401.73,786863.8281764992
4521,Webster Bank National Association,15940,2666,1591130054.18,45645285.5,596822.9760615154
3213,Prosperity Bank,69819,3202,1584975691.59,50689621.05,494995.5314147408
1264,Enterprise Bank & Trust,112407,2583,1565491276.59,46477604.47,606074.8263995354
1657,First Merchants Bank,24037,2617,1519130955.22,46286816.92,580485.6535040123
1223,Eastern Bank,32987,2725,1505552683.44,45613968.4,552496.3975926606
814,Citizens Business Bank,5095,2608,1491383788.8,45977061.77,571849.6122699386
686,Celtic Bank Corporation,223542,4279,1488137726.97,57309478.68,347776.9869058191
2984,Pacific Western Bank,14795,2305,1472055027.4,41802130.36,638635.5867245119
4498,Washington Trust Bank,74899,2214,1465086142.07,40980514.91,661737.1915401987
2142,"HSBC Bank USA, National Association",378617,1977,1463122520.5,38530039.76,740072.0892766819
2351,Itria Ventures LLC,529471,3660,1446112467.82,53648857.98,395112.696125683
4364,United Bank,73259,2635,1433827886.93,43691807.24,544147.2056660341
3466,Simmons Bank,4679,2639,1416293777.09,43368411.74,536678.2027624099
2047,Glacier Bank,87893,3051,1391160272.68,46278412.18,455968.6242805638
2820,"Newtek Small Business Finance, Inc.",317954,2280,1321824585.5,38771157.45,579747.6252192983
4596,"Wintrust Bank, National Association",119179,1460,1290112741.59,32118232.26,883638.8641027397
3359,Sandy Spring Bank,30872,2301,1282508455.13,39106675.03,557370.0369969578
4260,TowneBank,123548,2525,1256759252.0,40165458.82,497726.4364356436
3441,ServisFirst Bank,434138,2215,1225848143.0,37856481.21,553430.3128668171
476,Banner Bank,79430,2474,1205015992.23,39123375.98,487071.9451212611
2143,HTLF Bank,444645,1995,1199026221.0,35152130.99,601015.6496240601
2625,Mechanics Bank,6042,2403,1183151070.59,37876841.27,492364.1575488972
2680,MidFirst Bank,90226,2135,1182596654.4,35421563.54,553909.4400000001
3364,"Santander Bank, National Association",84894,2185,1155385355.75,35290443.72,528780.483180778
3381,Seacoast National Bank,17616,2637,1140812691.49,39032750.72,432617.6304474782
3617,Stellar Bank,451098,2428,1138375399.98,37824886.27,468853.13014003297
1637,First Hawaiian Bank,20088,2005,1106870390.93,34212102.64,552055.0578204489
648,"Capital One, National Association",28811,2179,1104076682.38,33835005.28,506689.6201835705
1183,Dime Community Bank,46104,1676,1069477140.19,29474061.66,638112.8521420048
691,Centennial Bank,4392,2393,1056442998.47,35926531.21,441472.2099749269
188,Ameris Bank,19595,2281,1047286662.0,35264269.42,459134.880315651
3317,Rockland Trust Company,33263,1842,1042993647.43,31159752.23,566228.9073995657
2672,Mid Penn Bank,61087,1908,1033142470.45,31860500.35,541479.282206499
225,Arvest Bank,4282,2001,1023060230.74,31980711.57,511274.4781309345
2189,Heritage Bank,81191,1927,1018568332.45,32202325.63,528577.2353139595
3275,Renasant Bank,40010,1731,1014495470.15,28933470.27,586074.7950028885
233,"Associated Bank, National Association",75939,1561,1007893104.0,27744434.76,645671.4311338885
1916,FirstBank,15596,2232,968277491.08,32926665.37,433816.08023297496
469,"BankUnited, National Association",464999,1564,955634113.0,27883807.51,611019.2538363171
282,Banco Popular de Puerto Rico,123840,1840,934426432.98,29323947.29,507840.4527065217
1623,First Financial Bank,57811,1689,926209424.0,28271156.52,548377.397276495
146,American Business Bank,123001,1105,919461044.14,24586784.57,832091.4426606335
581,Busey Bank,22749,1669,906253489.11,28464584.31,542991.904799281
3801,The Central Trust Bank,40659,1790,886046086.17,28104275.26,494997.81350279326
4530,"WesBanco Bank, Inc.",75497,1764,881469683.26,28394088.05,499699.36692743766
3625,Stock Yards Bank & Trust Company,27569,1494,877542991.54,25719560.95,587378.1737215528
281,BancFirst,112722,1617,856643821.78,26326517.08,529773.5447000618
3712,Texas Capital Bank,121598,1004,855651622.7,21328337.65,852242.6520916335
1556,First Commonwealth Bank,60009,1590,830653257.12,25334680.4,522423.4321509434
1364,Farmers & Merchants Bank of Long Beach,5479,1632,828284885.13,26755395.67,507527.5031433824
1736,First National Bank of Omaha,42458,1467,820101165.66,24748390.49,559032.8327607362
4491,Washington Federal Bank,78418,1270,815701572.81,22786492.17,642284.703
616,Cache Valley Bank,72251,1666,815571348.46,26441924.3,489538.62452581036
2297,Independent Bank,68987,1759,808731363.7,27229219.18,459767.6882888005
102,Ally Bank,426652,981,801407822.23,22219851.36,816929.4823955148
4588,"Wilmington Savings Fund Society, FSB",16710,1363,800257029.38,23237564.21,587129.1484812913
3662,Sunwest Bank,14926,1234,773939024.0,22895992.18,627179.1118314425
585,Byline Bank,21023,1556,769833362.91,25373029.68,494751.5185796915
3140,PlainsCapital Bank,71316,1329,764589661.57,22873184.46,575312.0102106847
3250,"Readycap Lending, LLC",499141,2386,759941415.11,30385899.04,318500.173977368
2487,"LendingClub Bank, National Association",111901,1320,747359002.53,22539800.08,566181.0625227273
4274,Tri Counties Bank,5060,1406,746956651.01,23405956.99,531263.6209174964
4306,Trustmark National Bank,39334,1266,721376089.19,21353835.11,569807.3374328595
2957,Origin Bank,28153,1145,719196399.73,20618210.2,628119.1264017468
3279,Republic First Bank d/b/a Republic Bank,112477,1330,714980087.0,21884177.59,537579.0127819548
415,Bank of Southern California National Association,249106,1296,704069720.0,21427711.66,543263.6728395062
4520,WebBank,122043,2148,689176771.5,26969951.86,320845.7967877095
279,"Banc of California, National Association",92611,971,687169421.32,19138662.23,707692.5039340886
1963,Fountainhead SBF LLC,524612,1713,671184865.74,25130258.94,391818.3687915937
18,1st Source Bank,24195,1117,667047729.4,20187900.69,597177.9135183527
1627,"First Financial Bank, National Association",68922,1390,666273875.64,21931921.9,479333.7234820144
502,Bell Bank,52771,999,660801569.0,18728304.53,661463.032032032
2370,Johnson Bank,77025,880,654014571.39,17637255.94,743198.3765795454
2634,Mercantile Bank,122287,934,651144233.22,17926678.12,697156.5666167024
1900,First United Bank and Trust Company,58899,1305,650239689.0,20696988.55,498267.9609195402
3276,Republic Bank & Trust Company,27542,1212,645826829.2,19784734.28,532860.4201320133
493,BayFirst National Bank,123499,1311,634885729.4,19853177.92,484275.9186880244
4224,Third Coast Bank SSB,454766,1162,629750765.07,19290453.22,541954.186807229
2760,"NBT Bank, National Association",49989,1116,628896529.6,19168557.87,563527.3562724014
3334,S & T Bank,60403,1048,626774934.17,18416698.36,598067.6852767175
1524,First Bank of the Lake,110352,1511,620817196.14,21863627.44,410865.1198808736
2439,Lake City Bank,24432,830,617562510.56,16257263.5,744051.2175421686
2823,Nicolet National Bank,203327,1270,615754959.62,19807452.62,484846.4248976378
1122,CrossFirst Bank,450916,893,610742310.84,16713150.25,683921.9606270997
3216,Provident Bank,43795,947,609080328.6,17413222.27,643168.2456177402
363,Bank of Hawaii,19948,1099,608122792.87,18291371.01,553341.9407370337
3046,Peoples Bank,57732,1210,603347797.75,18981155.5,498634.5435950413
906,Coastal Community Bank,121424,1083,580597281.5,17936186.37,536100.906278855
1061,ConnectOne Bank,432941,1012,576214200.0,17657004.0,569381.6205533597
1265,Enterprise Bank and Trust Company,112598,1091,563584353.0,17693926.69,516575.9422548121
4415,Univest Bank and Trust Co.,65350,1007,562541615.0,17048900.61,558631.1966236345
513,Berkshire Bank,33209,913,548926606.0,15294942.3,601233.960569551
996,"Community Bank, National Association",47029,1100,547929025.19,17256356.6,498117.2956272728
998,"Community Banks of Colorado, A Division of",478121,1007,545232069.34,16928833.85,541441.97551142
610,"CRF Small Business Loan Company, LLC",484528,681,543709069.5,13965385.08,798398.0462555066
2278,"INTRUST Bank, National Association",26663,791,542891809.07,14539945.82,686336.0418078382
2958,Orrstown Bank,61196,807,536856606.79,14832223.91,665249.8225402726
715,Central Pacific Bank,19990,1081,534455425.92,17862165.0,494408.3496022202
1498,First Bank,40337,860,525729989.82,15354611.43,611313.9416511628
2282,Idaho First Bank,436276,840,522979056.55,14258363.89,622594.1149404763
4244,Tompkins Community Bank,47331,1103,519928909.79,16981685.02,471377.07143245696
1268,Equity Bank,25667,873,516911026.88,15112485.03,592108.8509507446
4118,The Park National Bank,57912,1140,515141577.21,17114834.12,451878.57649999997
4261,Toyota Financial Savings Bank,387964,452,511009083.5,12888332.78,1130551.0696902655
1995,Fremont Bank,5280,840,508957243.31,14977772.93,605901.4801309524
372,Bank of Hope,110359,1228,498231001.0,17725526.25,405725.5708469055
3175,Premier Bank,84349,925,496736974.56,15281187.69,537012.9454702702
1950,Forbright Bank,342932,755,495334013.67,14368881.62,656071.5412847683
3653,"Sunflower Bank, National Association",26378,863,480001254.77,14630409.2,556200.758713789
1188,"Dollar Bank, A Federal Savings Bank",88967,797,479647439.7,14259638.24,601816.1100376411
2873,Northwest Bank,78723,1120,478183258.81,16317419.99,426949.33822321426
4448,Veritex Community Bank,368915,838,474420486.84,14020302.61,566134.2325059666
2477,Legacy Bank,58771,853,473940342.12,15232046.21,555615.875873388
328,Bank of Colorado,15438,999,465104359.55,15257466.59,465569.9294794795
2443,"Lake Forest Bank & Trust Company, National Association",117732,569,463255389.5,11317713.22,814157.0992970123
2193,Heritage Bank of Commerce,119056,842,460385775.3,14732252.77,546776.4552256532
1218,EagleBank,122873,645,457741999.28,12304036.17,709677.5182635658
157,American Express National Bank,113190,1045,457281784.91,15215545.55,437590.2247942584
1926,Firstrust Savings Bank,80997,792,456911003.25,13844319.89,576907.8323863636
708,Central Bank & Trust Co.,27196,736,451589961.86,13071087.03,613573.3177445652
308,Bank of Ann Arbor,119903,957,451075226.99,15027707.07,471342.9749111808
2812,New York Business Development Corporation,224780,888,449771972.0,14471729.22,506499.96846846846
1484,First American Bank,21238,680,449019182.35,12897384.03,660322.3269852941
761,Choice Financial Group,52934,770,447604226.0,13454467.54,581304.1896103896
620,California Bank of Commerce,448557,543,447413006.6,11490967.35,823965.0213627993
115,Amarillo National Bank,68966,769,446500837.82,13377313.47,580625.2767490247
1919,FirstBank Puerto Rico,119497,864,444404448.68,13838522.9,514357.000787037
83,"Alerus Financial, National Association",52795,711,441042452.87,12939006.19,620312.8732348805
2450,Lakeland Bank,45621,847,435328211.13,13511477.06,513964.8301416765
301,Bank Rhode Island,120245,799,429688623.4,13544157.84,537783.0080100124
921,Columbia Bank,80189,666,428491409.22,12693568.9,643380.4943243244
1529,First Business Bank,76065,549,428198718.5,11420494.15,779961.2358834244
388,Bank of Marin,113074,866,425796612.77,13485584.75,491682.0008891455
3363,Santa Cruz County Bank,367936,819,425215087.52,13336926.78,519188.14105006104
2869,Northrim Bank,116975,842,422400578.12,13472847.27,501663.39444180526
3781,The Bank of Tampa,17715,826,416548054.59,13155934.95,504295.46560532687
565,Broadway National Bank,71727,740,411478343.52,12335583.02,556051.8155675676
4602,Woodforest National Bank,70410,607,409615848.35,11228425.39,674820.1785008238
2927,Old Second National Bank,20282,765,408309970.8,12943256.65,533738.5239215686
899,CoBank ACB,194499,295,407647888.57,8014406.03,1381857.2493898305
1684,First National Bank Alaska,3386,856,403137516.29,13531290.19,470955.04239485983
1362,Farmers & Merchants Bank of Central California,5461,702,403018955.75,12361085.85,574101.0765669516
659,Carrollton Bank,20425,765,402436992.52,12370196.88,526061.4281307189
290,"Bank First, N.A.",76173,765,392321084.45,12323260.16,512838.0188888889
2042,German American Bank,23790,785,392092281.93,12515899.34,499480.6139235669
2561,Macatawa Bank,122493,574,389960900.0,10364239.0,679374.3902439025
4624,b1BANK,437878,670,388163825.39,11534574.66,579348.993119403
299,Bank OZK,4426,887,384766505.32,13203954.96,433784.10971815104
2683,MidWestOne Bank,25117,748,381704284.82,12108122.2,510299.84601604275
4373,United Business Bank,378915,882,381474302.03,13015984.18,432510.54651927436
285,Bangor Savings Bank,29389,788,378098770.31,12172398.9,479820.7745050762
1632,First Foundation Bank,450956,716,377403641.69,11670629.53,527100.058226257
168,American National Bank,42407,609,376285510.75,11006918.62,617874.4018883415
4576,"Wheaton Bank & Trust Company, National Association",118394,471,375689202.5,9406036.75,797641.618895966
4462,"Village Bank and Trust, National Association",119325,519,371620742.37,10044909.37,716032.2589017341
464,BankPlus,39099,821,368087168.2,12410936.95,448340.03434835566
1647,First International Bank & Trust,52970,654,366922318.34,11190172.29,561043.3002140672
4348,Union Bank and Trust Company,42290,637,366863019.03,10621320.15,575923.1067974882
1659,"First Mid Bank & Trust, National Association",21908,754,366198842.45,11944250.11,485674.8573607427
472,Bankers Trust Company,24841,433,363992211.08,8942098.89,840628.6630023094
177,"American Savings Bank, FSB",112343,694,356980919.92,11152603.1,514381.72899135447
3908,The First Bank,120708,845,354830900.42,12363887.39,419918.2253491125
3292,River City Bank,5226,422,344129673.88,8857506.96,815473.1608530806
982,Community Bank of Mississippi,39217,765,341741613.74,11429257.4,446721.0637124183
4097,The National Bank of Indianapolis,118844,522,341655841.0,9716810.79,654513.1053639847
4484,Wallis Bank,72083,669,341089407.35,10503280.45,509849.6372944694
2243,HomeStreet Bank,110523,613,340143177.0,10047413.61,554882.8336052202
3797,The Canandaigua National Bank and Trust Company,47007,747,336747340.91,11223757.74,450799.65315930394
3461,Signature Bank,442348,534,336344100.37,9897023.11,629857.8658614232
698,Centier Bank,24502,569,335242595.86,9859379.37,589178.5515992971
942,Commercial Bank of California,323687,548,333700164.2,9986869.95,608941.9054744525
2649,Meridian Bank,378591,496,325170489.44,9205593.73,655585.6641935484
166,American Momentum Bank,444341,581,324996348.4,10298431.58,559374.0936316695
627,Cambridge Savings Bank,32698,474,323863115.57,9397185.78,683255.5180801688
3526,Southside Bank,72026,557,322363040.9,9712079.15,578748.726929982
3727,Texas Security Bank,455610,536,322169498.11,9717045.23,601062.4964738806
673,Cathay Bank,5536,671,321907854.97,10505493.09,479743.4500298063
3736,The American National Bank of Texas,71977,734,321228092.0,10854496.58,437640.4523160763
530,"Blue Ridge Bank, National Association",124336,564,320071951.41,9413332.99,567503.4599468085
2228,"Home Bank, National Association",78563,682,317109114.94,10608522.44,464969.37674486806
2263,Horizon Bank,23955,702,312561918.3,10406662.22,445244.8978632479
3890,The Farmers National Bank of Canfield,53390,694,312278736.96,10854067.05,449969.3616138328
1499,First Bank,51812,879,307331726.88,11655979.44,349637.91453924915
3477,SmartBank,445288,643,304861972.32,10233093.18,474124.37374805595
1930,Five Star Bank,124369,564,304398085.0,9970842.55,539712.9166666666
30,"A10Capital, LLC",530323,737,303388416.32,11251192.19,411653.2107462686
642,"Capital Bank, National Association",124055,603,298936241.08,9832936.87,495748.3268325041
3349,Salem Five Cents Savings Bank,33304,435,297809316.62,8259440.78,684619.1186666667
1004,Community Federal Savings Bank,225775,494,293443305.78,8506660.15,594014.78902834
2496,Liberty Bank,16282,616,291640246.51,9604654.14,473441.95862012985
1929,Five Star Bank,50167,522,290255265.5,8654291.81,556044.5699233717
2150,Hanover Community Bank,462816,582,287790349.31,9481107.24,494485.1362714777
3724,Texas Partners Bank,447956,502,285503650.44,8569599.0,568732.3713944223
2298,Independent Bank,77961,603,283972691.39,9533804.35,470933.15321724705
2733,Morton Community Bank,22097,570,283684779.81,9200939.56,497692.59615789476
1284,Exchange Bank,14799,612,282777813.95,9193014.39,462055.25155228755
2133,Gulf Coast Bank and Trust Company,116770,561,282629894.95,8674910.09,503796.6041889483
148,"American Commercial Bank & Trust, National Association",22237,428,282488507.83,8206287.36,660019.8781074766
3196,Primis Bank,434059,696,282248344.7,9912270.36,405529.23089080455
3517,Southern Bank and Trust Company,50882,725,280148138.96,10007920.01,386411.2261517241
2689,Midland States Bank,21299,541,279631209.66,8827768.96,516878.3912384474
4550,WestStar Bank,113154,560,278588762.57,9050741.75,497479.9331607143
1910,First Western Trust Bank,373048,453,278504771.94,7960043.54,614800.8210596027
104,Alpine Bank,15517,709,278134479.36,10073258.76,392291.2261777151
3344,STAR Financial Bank,24398,479,277355500.0,8095893.0,579030.2713987473
3009,Pathward National Association,87878,340,275952103.26,7432127.57,811623.833117647
3626,Stockman Bank of Montana,41971,577,275005521.73,8741922.55,476612.68930675916
879,Civista Bank,58322,617,274245120.33,9324960.92,444481.5564505672
2922,Old Dominion National Bank,448691,382,274068277.53,7306447.24,717456.2239005235
3907,The Fidelity Bank,50761,768,273990925.95,10370092.34,356759.01816406247
1092,Cornerstone National Bank & Trust Company,203014,540,272411305.49,9006351.57,504465.38053703704
2218,"Hinsdale Bank & Trust Company, National Association",118813,412,272117828.77,7745383.47,660480.1669174756
2964,Oxford Bank,36206,464,271181492.97,8002567.26,584442.8727801725
2323,International Bank of Commerce,70700,599,269677391.3,8996998.14,450212.6732888147
2265,"Horizon Bank, SSB",70134,609,268289775.27,9272388.67,440541.50290640397
1761,First Northern Bank of Dixon,5196,513,268032989.78,8411008.89,522481.4615594542
629,Cambridge Trust Company,32708,547,267588061.4,8911339.81,489192.0683729433
4256,"Town Bank, National Association",122838,391,267064333.3,7237986.52,683028.9854219949
1948,Flushing Bank,447380,404,266860831.56,8092496.18,660546.6127722772
3160,Popular Bank,123625,391,264643270.0,7287192.5,676837.0076726343
3119,Pinnacle Bank,42565,566,264493214.06,8661928.04,467302.4983392226
150,American Community Bank & Trust,124396,407,264375488.27,7287277.61,649571.2242506143
3463,"Signature Bank, National Association",256729,452,264188798.03,7931438.2,584488.4912168141
41,ANB Bank,15169,573,264159237.1,8763118.72,461010.884991274
3076,Peoples Security Bank and Trust Company,60312,445,259299055.12,7606822.84,582694.5058876404
1139,D. L. Evans Bank,20132,637,259065078.0,9063190.66,406695.5698587127
4270,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",123118,558,258471972.58,8943104.84,463211.42039426527
4532,West Bank,25587,413,257960558.24,7281522.88,624601.8359322035
2488,"Lendistry SBLC, LLC",538160,633,257718329.45,9004971.99,407137.96121642966
2901,Oak Valley Community Bank,117238,531,257499999.84,8135498.86,484934.08632768365
566,Brookline Bank,32688,438,257224526.24,7840147.69,587270.6078538813
170,American National Bank and Trust Company,73215,599,256667173.27,8850517.06,428492.7767445743
3658,"Sunrise Banks, National Association",38858,499,255997700.0,7940749.0,513021.44288577157
1052,"Community Trust Bank, Inc.",27783,515,255411347.0,8128751.21,495944.3631067961
1258,Endeavor Bank,518683,419,254932537.96,7868265.92,608430.8781861576
4572,"Westfield Bank, FSB",222943,500,253059472.46,8144223.58,506118.94492000004
2956,Oriental Bank,119281,560,252890545.0,8301012.83,451590.2589285714
604,CNB Bank,59954,618,252284580.11,8987678.76,408227.4759061489
2292,IncredibleBank,76755,500,251524959.96,7891761.88,503049.91992
164,American Lending Center,530223,516,249411112.63,8571646.29,483354.8694379845
3049,Peoples Bank,74316,554,248370746.33,8545228.95,448322.64680505416
419,Bank of Stockton,14858,506,247362916.8,8068646.11,488859.519367589
4502,"Waterford Bank, National Association",449988,420,246529336.99,7358196.71,586974.6118809524
4108,The Northern Trust Company,21037,347,243602934.16,6503254.01,702025.7468587896
2685,Middlesex Savings Bank,33108,445,243262573.07,7537590.41,546657.4675730336
2585,Manufacturers Bank,5690,402,242992701.0,7275255.23,604459.4552238806
933,CommerceWest Bank,238353,355,242083453.08,6949543.97,681925.219943662
1251,Emigrant Bank,48902,251,241902255.19,5444904.36,963754.0047410359
3776,The Bank of Princeton,447226,408,240274108.35,7282012.54,588907.1283088236
908,Coastal States Bank,382926,513,239784688.0,8242106.54,467416.54580896685
1187,Dogwood State Bank,233057,402,239318684.35,7106533.91,595320.1103233831
3711,Texas Bank and Trust Company,70840,463,238948068.48,7728009.6,516086.54099352047
912,Cogent Bank,123987,533,238204803.9,8128963.74,446913.32814258913
4571,Westfield Bank,33436,395,237449679.95,6927279.47,601138.4302531645
637,CapStar Bank,457013,386,236569071.96,7141819.25,612873.2434196891
2332,Inwood National Bank,69380,458,235271416.37,7410997.16,513693.0488427948
2737,Mountain America FCU,106925,642,234518853.36,8808772.64,365294.16411214956
618,CalPrivate Bank,444953,450,233272873.54,7786630.73,518384.1634222222
3677,"TBK Bank, SSB",71488,416,232760401.54,7014518.5200000005,559520.1960096153
4218,The Washington Trust Company of Westerly,65777,438,232170555.57,6944856.08,530069.7615753425
3668,Susser Bank,105536,390,230789231.0,6429690.35,591767.258974359
1918,FirstBank,68822,403,230696718.0,6690470.78,572448.4317617866
1503,First Bank,448323,490,230047485.91,7724658.3,469484.665122449
562,Bristol County Savings Bank,33371,478,229658259.0,7500155.02,480456.6087866109
1099,Country Club Bank,41182,468,229606942.91,7440215.75,490613.12587606837
1485,First American Bank,45718,491,229370966.98,7574620.67,467150.64558044804
720,Central Valley Community Bank,5150,416,229151206.0,7113840.84,550844.2451923077
2041,Georgia's Own Credit Union,95003,358,228081002.31,6567164.95,637097.7718156425
2694,Midwest BankCentre,41309,383,227438180.89,6638408.19,593833.3704699739
4551,Westamerica Bank,14624,548,227357373.72,7941658.63,414885.71846715326
3909,The First Bank and Trust Company,73510,474,226695131.19,7178653.78,478259.77044303797
1309,FFB Bank,437389,373,224568377.83,6693373.18,602059.9941823056
413,Bank of San Francisco,434922,375,224292210.5,6355379.06,598112.5613333334
2724,Montecito Bank & Trust,5852,463,222719125.07,7116707.8,481034.8273650108
2444,Lake Michigan CU,98993,471,222207894.35,7372038.02,471778.968895966
649,"Capital Plus Financial, LLC",529472,413,218651318.68,7504145.48,529422.0791283293
3742,The Bancorp Bank National Association,188901,450,218243600.0,7097194.0,484985.77777777775
869,City Bank,71330,465,217711306.97,7133981.81,468196.3590752688
1970,Frandsen Bank & Trust,38689,405,217318334.92,6477499.77,536588.4812839506
2177,Heartland Bank and Trust Company,20402,514,215538305.0,7757923.53,419335.22373540857
630,Camden National Bank,29633,438,215516223.71,6751156.2299999995,492046.1728538813
3978,The First National Bank of Long Island,47220,374,214844583.59,6482083.57,574450.7582620321
2623,Meadows Bank,455186,431,214707863.54,6877640.75,498162.0963805104
1275,"Evans Bank, National Association",46027,470,214026880.5,7110574.15,455376.3414893617
511,Beneficial State Bank,448130,446,212277679.43,7083284.63,475958.92248878925
3020,Peapack-Gladstone Bank,43251,57,210951800.0,2131918.0,3700908.7719298247
2909,"OceanFirst Bank, National Association",79203,403,207938597.76,6762058.12,515976.6693796526
558,Bridgewater Bank,436783,406,207776300.0,6579881.0,511764.28571428574
2875,Northwest Bank,455234,314,207497119.72,5670939.86,660818.8526114649
2125,"Guaranty Bank & Trust, National Association",71476,443,207267076.93,6961482.19,467871.50548532733
143,"American Bank, National Association",69225,463,206612785.19,7036309.6,446247.9161771058
3232,Quontic Bank,433860,751,205614976.9,8837519.08,273788.25153129164
2149,Hanmi Bank,5597,384,205599402.46,6094690.34,535415.1105729167
2574,MainStreet Bank,378264,372,205250405.56,6457696.44,551748.4020430108
753,Chemung Canal Trust Company,47180,388,205217682.0,6149908.03,528911.5515463918
4472,Vista Bank,71653,400,204414147.1,6867727.7299999995,511035.36775
2643,"Merchants Bank, National Association",39052,389,202710756.0,6206519.8,521107.34190231364
4262,Tradition Capital Bank,434701,274,202537661.0,5444700.95,739188.5437956204
669,Cass Commercial Bank,41291,274,200640236.55,5406090.95,732263.6370437957
3516,Southern Bank,79133,438,200479329.73,6907853.5,457715.36468036525
1328,FVCbank,452208,366,198613534.12,6127219.01,542659.9292896175
50,"Academy Bank, National Association",15727,387,198603416.95,6264555.28,513187.12390180875
1784,First Security Bank,4754,429,198461199.0,6520349.95,462613.51748251746
2874,Northwest Bank,82664,361,197908621.0,5775641.99,548223.326869806
1463,Fidelity Deposit and Discount Bank,60093,416,197012306.04,6427882.55,473587.2741346154
2349,Israel Discount Bank of New York,49407,225,196837605.62,5073235.51,874833.8027555556
3798,The Cape Cod Five Cents Savings Bank,32844,510,196305277.56,7011511.0,384912.30894117645
2857,Northern Bank and Trust Company,33494,360,195113941.0,6157535.91,541983.1694444445
597,CFG Community Bank,121508,235,193414142.69,5150151.33,823038.9050638297
3253,Red River Bank,123420,358,193187372.8,6087870.65,539629.5329608939
253,Avidia Bank,32883,468,193040258.36,6639163.05,412479.1845299146
2583,Manasquan Bank,87220,403,190377508.78,6342286.87,472400.76620347396
4146,The Piedmont Bank,444613,361,187779043.39,5983333.28,520163.5550969529
2888,Notre Dame FCU,96797,353,187642268.85,5441435.4,531564.5009915014
2907,Ocean Bank,17414,443,187014170.71,6585781.75,422153.884221219
3552,"St. Charles Bank & Trust Company, National Association",111865,333,185754366.32,5721673.7,557820.9198798798
1780,First Savings Bank,85120,214,185675945.08,4238465.12,867644.6031775702
1619,First Fidelity Bank,59109,422,185213990.41,6346059.1,438895.7118720379
3092,"PeoplesBank, A Codorus Valley Company",60249,350,185038042.0,5631779.4,528680.12
2369,John Marshall Bank,440839,430,184635108.99,6447345.36,429383.97439534887
2446,Lake Ridge Bank,75741,405,183751146.08,6173346.74,453706.5335308642
4461,Village Bank,124183,424,182941333.08,6287842.42,431465.4082075472
2333,Ion Bank,16333,381,182736514.41,6043705.29,479623.39740157477
2849,"Northbrook Bank & Trust Company, National Association",203722,296,181105169.42,5296250.17,611841.7885810811
2787,Needham Bank,89236,290,180939089.78,4974078.23,623927.8957931035
3484,Somerset Trust Company,65337,325,177180957.33,5492140.88,545172.1764
4439,Vantage Bank Texas,71664,371,176579448.71,5903428.46,475955.3873584906
3433,Self-Help FCU,458339,321,176273227.31,5301229.81,549137.7797819314
492,BayCoast Bank,32784,377,174917000.8,5854999.6,463970.82440318307
762,ChoiceOne Bank,36482,419,174766684.27,6069324.47,417104.25840095466
4086,The Middlefield Banking Company,57805,341,174426482.97,5695535.56,511514.61281524925
1330,Fairfield County Bank,16447,380,174236030.54,5733596.04,458515.86984210525
483,"Barrington Bank & Trust Company, National Association",121149,267,174174080.5,4936084.75,652337.3801498128
702,Central Bank,25506,264,174090003.85,4623162.75,659431.8327651515
2152,HarborOne Bank,98258,371,173724793.66,5677659.41,468260.8993530997
2245,HomeTrust Bank,77468,359,173446913.18,5662311.53,483139.0339275766
1504,First Bank & Trust,66463,323,173202857.01,5090485.91,536231.7554489163
3453,"Shore United Bank, National Association",30493,410,173059105.36,6040931.06,422095.3789268293
3215,Providence Bank & Trust,397957,318,172823877.92,5305794.31,543471.3142138364
767,Citizens & Northern Bank,62359,375,172061079.84,6035038.25,458829.54624
2715,Mission Bank,122900,355,170282771.0,5565636.93,479669.77746478876
1143,Dacotah Bank,66384,308,169899321.0,5166202.55,551621.172077922
3717,Texas First Bank,71999,373,169716477.44,5866974.09,455003.9609651475
424,Bank of Utah,72257,350,169560454.0,5453939.66,484458.44
4458,Vibrant Credit Union,95591,265,168786551.91,5156609.45,636930.3845660377
1733,First National Bank of Michigan,440800,339,168489052.7,5584975.86,497017.85457227135
1626,"First Financial Bank, National Association",24342,357,166829179.0,5368916.95,467308.62464985996
2034,Genesee Regional Bank,112131,266,165415799.0,4709531.97,621863.9060150376
3151,Plumas Bank,5976,407,164335942.72,5953663.42,403773.81503685506
2558,"MVB Bank, Inc.",123130,334,164236523.13,5476472.14,491726.1171556886
4406,Unity Bank,117644,368,164186964.38,5572533.23,446160.22929347825
1459,Fidelity Bank,79123,346,164098027.72,5200182.65,474271.75641618494
682,Cedar Rapids Bank and Trust Company,238179,233,163420589.0,4520041.77,701375.9184549357
4180,The State Bank,34774,258,162525230.0,4277680.66,629942.7519379845
1025,Community National Bank,71446,273,161791359.92,5005721.72,592642.344029304
3408,Security National Bank of Omaha,42479,295,161284179.37,4811329.35,546726.0317627119
1069,Continental Bank,352972,298,161115382.62,5063163.81,540655.6463758389
